home_team,away_team,home_odds,away_odds,draw_odds
Calgary Flames,Seattle Kraken,2.22,2.75,4.33
New Jersey Devils,Florida Panthers,2.6,2.25,4.55
Pittsburgh Penguins,Columbus Blue Jackets,1.67,4.33,5.0
Boston Bruins,Edmonton Oilers,2.8,2.17,4.5
NY Islanders,St. Louis Blues,1.88,3.4,4.55
Nashville Predators,Montreal Canadiens,1.75,4.0,4.75
Winnipeg Jets,Seattle Kraken,2.0,3.15,4.35
Arizona Coyotes,Chicago Blackhawks,1.62,4.75,4.9
Los Angeles Kings,Vancouver Canucks,2.59,2.53,4.5
San Jose Sharks,Dallas Stars,6.5,1.41,5.65
Toronto Maple Leafs,Buffalo Sabres,1.88,3.5,4.7
Colorado Avalanche,Detroit Red Wings,1.85,3.45,4.8
Anaheim Ducks,Ottawa Senators,3.75,1.83,4.7
Boston Bruins,Toronto Maple Leafs,2.06,3.0,4.5
Carolina Hurricanes,Montreal Canadiens,1.51,5.25,5.3
Columbus Blue Jackets,Edmonton Oilers,4.75,1.56,5.3
Florida Panthers,Philadelphia Flyers,1.68,4.2,4.85
New Jersey Devils,St. Louis Blues,1.92,3.35,4.65
Pittsburgh Penguins,Washington Capitals,2.05,3.36,4.6
Tampa Bay Lightning,Calgary Flames,2.06,2.95,4.55
Nashville Predators,Buffalo Sabres,1.96,3.3,4.55
Arizona Coyotes,Minnesota Wild,2.9,2.08,4.55
Vegas Golden Knights,Vancouver Canucks,2.39,2.5,4.45
Los Angeles Kings,Ottawa Senators,1.79,3.7,4.65
San Jose Sharks,NY Islanders,4.85,1.56,5.2
Arizona Coyotes,Detroit Red Wings,2.8,2.15,4.6
Colorado Avalanche,Minnesota Wild,1.71,4.0,4.95
Anaheim Ducks,Dallas Stars,5.0,1.55,5.1
Seattle Kraken,Winnipeg Jets,2.65,2.27,4.33
Buffalo Sabres,Edmonton Oilers,3.3,1.92,4.55
Columbus Blue Jackets,Nashville Predators,3.15,1.99,4.5
New Jersey Devils,Carolina Hurricanes,3.05,2.18,4.6
Boston Bruins,Pittsburgh Penguins,1.84,3.55,4.45
Florida Panthers,Calgary Flames,1.73,4.2,4.65
San Jose Sharks,Ottawa Senators,4.0,1.73,4.9
Montreal Canadiens,Toronto Maple Leafs,3.45,1.9,4.7
Tampa Bay Lightning,Philadelphia Flyers,2.08,2.9,4.4
Washington Capitals,Chicago Blackhawks,1.73,4.2,4.65
NY Rangers,St. Louis Blues,1.77,3.8,4.65
Vancouver Canucks,Winnipeg Jets,2.11,2.9,4.3
Vegas Golden Knights,Detroit Red Wings,1.79,3.7,4.6
Los Angeles Kings,Dallas Stars,2.45,2.46,4.2
Pittsburgh Penguins,Edmonton Oilers,3.22,2.1,4.6
Minnesota Wild,Nashville Predators,2.19,2.8,4.25
Carolina Hurricanes,Calgary Flames,1.73,4.0,4.6
Chicago Blackhawks,Arizona Coyotes,3.55,1.85,4.5
Anaheim Ducks,NY Islanders,3.8,1.77,4.75
Buffalo Sabres,Detroit Red Wings,2.24,2.65,4.5
Carolina Hurricanes,NY Rangers,2.06,3.44,4.4
Montreal Canadiens,Columbus Blue Jackets,2.32,2.55,4.55
Ottawa Senators,Pittsburgh Penguins,2.62,2.32,4.5
Philadelphia Flyers,San Jose Sharks,1.49,5.3,5.3
Dallas Stars,Florida Panthers,2.4,2.46,4.45
Minnesota Wild,Arizona Coyotes,1.82,3.6,4.7
Chicago Blackhawks,Anaheim Ducks,2.38,2.63,4.4
Calgary Flames,Colorado Avalanche,3.35,1.92,4.7
Seattle Kraken,Vegas Golden Knights,3.05,2.07,4.45
Buffalo Sabres,NY Islanders,2.5,2.4,4.4
Carolina Hurricanes,Florida Panthers,2.25,2.67,4.33
Columbus Blue Jackets,Ottawa Senators,2.69,2.25,4.6
Detroit Red Wings,Arizona Coyotes,2.06,3.1,4.6
Montreal Canadiens,Boston Bruins,3.85,1.77,4.65
Pittsburgh Penguins,San Jose Sharks,1.51,5.1,5.3
Tampa Bay Lightning,NY Rangers,2.59,2.61,4.25
Philadelphia Flyers,Toronto Maple Leafs,2.55,2.38,4.3
Dallas Stars,New Jersey Devils,1.87,3.45,4.75
Minnesota Wild,Anaheim Ducks,1.57,4.75,5.1
Calgary Flames,Vegas Golden Knights,3.15,1.98,4.5
Seattle Kraken,Washington Capitals,1.96,3.25,4.4
Winnipeg Jets,Anaheim Ducks,1.39,6.3,5.8
Chicago Blackhawks,Los Angeles Kings,4.75,1.6,4.9
Detroit Red Wings,Buffalo Sabres,2.6,2.32,4.33
NY Islanders,Ottawa Senators,1.93,3.25,4.55
Pittsburgh Penguins,NY Rangers,2.55,2.38,4.3
Arizona Coyotes,New Jersey Devils,3.1,1.99,4.6
Florida Panthers,Tampa Bay Lightning,2.0,3.2,4.5
Calgary Flames,Montreal Canadiens,1.95,3.25,4.6
Boston Bruins,Philadelphia Flyers,1.84,3.55,4.55
Columbus Blue Jackets,San Jose Sharks,1.8,3.7,4.75
Toronto Maple Leafs,Carolina Hurricanes,2.85,2.12,4.5
Dallas Stars,Los Angeles Kings,1.98,3.16,4.4
St. Louis Blues,Minnesota Wild,2.7,2.25,4.25
Seattle Kraken,Nashville Predators,2.64,2.32,4.2
Vancouver Canucks,Washington Capitals,1.8,4.2,5.0
Edmonton Oilers,Colorado Avalanche,2.18,2.75,4.5
NY Rangers,NY Islanders,2.07,3.0,4.4
Vegas Golden Knights,New Jersey Devils,1.95,3.68,4.55
Chicago Blackhawks,San Jose Sharks,1.92,3.35,4.4
Columbus Blue Jackets,Winnipeg Jets,4.5,1.66,4.85
Ottawa Senators,Carolina Hurricanes,3.85,1.75,4.75
Pittsburgh Penguins,Detroit Red Wings,2.12,2.85,4.4
St. Louis Blues,Anaheim Ducks,1.75,3.95,4.8
Calgary Flames,Washington Capitals,2.22,2.85,4.2
Seattle Kraken,Buffalo Sabres,2.37,2.6,4.25
Boston Bruins,Ottawa Senators,1.74,4.2,4.8
Detroit Red Wings,Columbus Blue Jackets,1.93,3.25,4.7
New Jersey Devils,Pittsburgh Penguins,2.48,2.45,4.35
NY Rangers,Winnipeg Jets,2.27,2.7,4.35
Philadelphia Flyers,Toronto Maple Leafs,2.65,2.22,4.5
NY Islanders,Carolina Hurricanes,3.05,2.04,4.45
Nashville Predators,San Jose Sharks,1.38,7.0,5.85
St. Louis Blues,Colorado Avalanche,3.8,1.75,4.85
Edmonton Oilers,Montreal Canadiens,1.45,6.0,5.5
Anaheim Ducks,Minnesota Wild,4.2,1.74,4.65
Los Angeles Kings,Chicago Blackhawks,1.49,5.75,5.2
Vancouver Canucks,Buffalo Sabres,1.81,3.65,4.7
Vegas Golden Knights,Tampa Bay Lightning,2.24,2.91,4.7
Washington Capitals,Toronto Maple Leafs,2.75,2.2,4.45
Dallas Stars,Arizona Coyotes,1.58,4.8,5.15
Los Angeles Kings,Minnesota Wild,2.07,3.0,4.4
Boston Bruins,NY Rangers,2.14,3.15,4.55
Carolina Hurricanes,Philadelphia Flyers,1.66,4.5,4.85
Detroit Red Wings,NY Islanders,2.48,2.38,4.45
New Jersey Devils,Winnipeg Jets,2.66,2.25,4.45
Ottawa Senators,St. Louis Blues,2.18,2.75,4.5
Florida Panthers,Nashville Predators,1.95,3.3,4.6
Edmonton Oilers,Buffalo Sabres,1.71,4.2,4.85
Anaheim Ducks,Chicago Blackhawks,2.29,2.6,4.4
Vancouver Canucks,Montreal Canadiens,1.61,4.75,5.0
Vegas Golden Knights,Seattle Kraken,1.85,3.5,4.55
San Jose Sharks,Tampa Bay Lightning,5.6,1.49,5.4
Washington Capitals,Carolina Hurricanes,3.45,1.89,4.55
Dallas Stars,Pittsburgh Penguins,1.83,3.6,4.7
Colorado Avalanche,Columbus Blue Jackets,1.41,6.5,5.95
Arizona Coyotes,Seattle Kraken,2.44,2.45,4.35
NY Islanders,Winnipeg Jets,2.75,2.23,4.3
Philadelphia Flyers,Boston Bruins,2.8,2.15,4.45
Minnesota Wild,St. Louis Blues,2.11,2.9,4.4
Nashville Predators,Detroit Red Wings,1.94,3.25,4.7
New Jersey Devils,Ottawa Senators,1.98,3.2,4.5
Toronto Maple Leafs,Edmonton Oilers,2.85,2.13,4.6
NY Rangers,Florida Panthers,2.37,2.53,4.25
Vancouver Canucks,Calgary Flames,1.89,3.4,4.65
Los Angeles Kings,Tampa Bay Lightning,2.32,2.84,4.55
San Jose Sharks,Chicago Blackhawks,2.55,2.33,4.45
Vegas Golden Knights,Columbus Blue Jackets,1.45,6.25,5.6
Washington Capitals,Winnipeg Jets,2.95,2.13,4.25
Colorado Avalanche,Pittsburgh Penguins,1.65,4.25,5.1
NY Islanders,New Jersey Devils,2.17,2.85,4.4
Carolina Hurricanes,Toronto Maple Leafs,1.89,4.05,4.4
Ottawa Senators,Edmonton Oilers,3.5,1.83,4.85
Philadelphia Flyers,Florida Panthers,3.06,2.06,4.35
Arizona Coyotes,Dallas Stars,3.75,1.77,4.85
Anaheim Ducks,Tampa Bay Lightning,4.2,1.73,4.85
Seattle Kraken,Montreal Canadiens,2.0,3.15,4.4
Calgary Flames,Buffalo Sabres,2.77,2.21,4.33
St. Louis Blues,Vegas Golden Knights,2.95,2.18,4.25
Vancouver Canucks,Los Angeles Kings,2.26,2.75,4.3
Florida Panthers,Boston Bruins,2.15,2.85,4.4
NY Rangers,Philadelphia Flyers,1.88,3.5,4.55
Pittsburgh Penguins,Carolina Hurricanes,3.52,1.96,4.8
Washington Capitals,Detroit Red Wings,2.26,2.65,4.45
Toronto Maple Leafs,New Jersey Devils,2.03,3.0,4.65
Nashville Predators,Vegas Golden Knights,2.07,2.95,4.5
Winnipeg Jets,Edmonton Oilers,2.7,2.22,4.45
Chicago Blackhawks,Calgary Flames,3.2,1.95,4.55
Colorado Avalanche,Montreal Canadiens,1.4,6.25,5.95
Arizona Coyotes,Columbus Blue Jackets,1.97,3.25,4.65
Seattle Kraken,Anaheim Ducks,1.83,3.55,4.55
San Jose Sharks,Dallas Stars,6.3,1.44,5.55
Buffalo Sabres,Ottawa Senators,2.2,2.85,4.5
Tampa Bay Lightning,Boston Bruins,2.4,2.5,4.45
Florida Panthers,NY Islanders,1.87,3.45,4.6
Montreal Canadiens,Philadelphia Flyers,3.08,2.01,4.45
Ottawa Senators,Chicago Blackhawks,1.99,3.4,4.55
Pittsburgh Penguins,Columbus Blue Jackets,1.69,4.2,4.95
Toronto Maple Leafs,Washington Capitals,1.89,3.35,4.7
Carolina Hurricanes,Detroit Red Wings,1.64,4.5,4.95
Minnesota Wild,San Jose Sharks,1.47,5.75,5.35
St. Louis Blues,Calgary Flames,2.29,2.61,4.25
Winnipeg Jets,Vegas Golden Knights,2.33,2.6,4.33
Colorado Avalanche,NY Rangers,2.1,3.0,4.55
Edmonton Oilers,Los Angeles Kings,2.01,3.1,4.55
Arizona Coyotes,Nashville Predators,3.05,2.05,4.35
Seattle Kraken,Anaheim Ducks,1.77,3.85,4.6
Vancouver Canucks,Dallas Stars,2.83,2.42,4.2
Buffalo Sabres,New Jersey Devils,2.79,2.23,4.33
Florida Panthers,Detroit Red Wings,1.78,4.2,4.8
Minnesota Wild,Vegas Golden Knights,2.63,2.33,4.3
Edmonton Oilers,Anaheim Ducks,1.37,8.65,6.6
Arizona Coyotes,NY Rangers,3.65,1.94,4.55
Colorado Avalanche,Nashville Predators,1.94,3.55,4.65
Winnipeg Jets,Ottawa Senators,1.83,3.8,4.65
Buffalo Sabres,Toronto Maple Leafs,3.05,2.05,4.6
Columbus Blue Jackets,Pittsburgh Penguins,3.2,1.97,4.65
Montreal Canadiens,Carolina Hurricanes,4.75,1.68,4.9
Philadelphia Flyers,Chicago Blackhawks,1.68,5.0,5.15
Tampa Bay Lightning,NY Islanders,2.1,3.25,4.5
Washington Capitals,Boston Bruins,3.22,2.12,4.5
St. Louis Blues,San Jose Sharks,1.51,5.5,5.4
Seattle Kraken,Dallas Stars,3.25,2.01,4.45
Calgary Flames,Los Angeles Kings,3.2,2.14,4.4
Vancouver Canucks,Anaheim Ducks,1.36,7.1,5.9
Columbus Blue Jackets,Colorado Avalanche,5.5,1.49,5.5
NY Rangers,Pittsburgh Penguins,1.85,3.5,4.65
Philadelphia Flyers,NY Islanders,2.32,2.6,4.35
Tampa Bay Lightning,Detroit Red Wings,1.87,3.45,4.7
Toronto Maple Leafs,Florida Panthers,2.73,2.24,4.3
Winnipeg Jets,Los Angeles Kings,2.32,2.6,4.3
St. Louis Blues,Edmonton Oilers,3.6,1.81,4.75
San Jose Sharks,Seattle Kraken,3.95,1.76,4.6
Buffalo Sabres,Washington Capitals,2.18,2.8,4.45
Montreal Canadiens,Florida Panthers,3.5,1.86,4.5
New Jersey Devils,Pittsburgh Penguins,1.97,3.2,4.45
NY Islanders,Chicago Blackhawks,1.69,4.33,4.75
Minnesota Wild,Ottawa Senators,2.07,2.95,4.55
Nashville Predators,Boston Bruins,2.45,2.44,4.33
Calgary Flames,Anaheim Ducks,1.7,4.2,4.75
Vegas Golden Knights,Vancouver Canucks,2.22,2.75,4.25
Toronto Maple Leafs,Tampa Bay Lightning,2.37,2.5,4.55
NY Rangers,New Jersey Devils,1.8,3.65,4.55
Dallas Stars,Edmonton Oilers,2.25,2.65,4.45
Los Angeles Kings,Seattle Kraken,1.92,3.45,4.4
Arizona Coyotes,Vancouver Canucks,2.9,2.11,4.55
Carolina Hurricanes,Boston Bruins,2.02,3.2,4.2
Columbus Blue Jackets,NY Islanders,3.55,1.85,4.65
Montreal Canadiens,Tampa Bay Lightning,3.0,2.04,4.6
Ottawa Senators,Florida Panthers,3.05,2.04,4.55
Washington Capitals,Pittsburgh Penguins,2.5,2.43,4.4
Minnesota Wild,Colorado Avalanche,3.1,2.0,4.5
Nashville Predators,St. Louis Blues,1.84,3.5,4.65
Winnipeg Jets,Calgary Flames,1.81,3.65,4.55
San Jose Sharks,Los Angeles Kings,5.25,1.54,5.05
Buffalo Sabres,Philadelphia Flyers,2.32,2.56,4.45
Carolina Hurricanes,Washington Capitals,1.72,4.75,4.75
Detroit Red Wings,NY Rangers,2.8,2.2,4.5
Edmonton Oilers,Colorado Avalanche,2.17,2.79,4.5
Anaheim Ducks,Seattle Kraken,3.25,1.94,4.45
Arizona Coyotes,Vegas Golden Knights,3.35,1.98,4.55
Pittsburgh Penguins,Tampa Bay Lightning,2.47,2.4,4.45
Boston Bruins,Florida Panthers,2.45,2.55,4.33
Chicago Blackhawks,Dallas Stars,5.7,1.5,5.2
Minnesota Wild,Winnipeg Jets,2.75,2.21,4.33
San Jose Sharks,St. Louis Blues,3.9,1.75,4.75
Columbus Blue Jackets,Philadelphia Flyers,3.2,1.97,4.55
Montreal Canadiens,Toronto Maple Leafs,3.55,1.86,4.65
Ottawa Senators,New Jersey Devils,2.7,2.22,4.6
NY Islanders,Nashville Predators,2.45,2.45,4.35
Los Angeles Kings,Vancouver Canucks,2.56,2.5,4.3
Calgary Flames,Edmonton Oilers,3.15,1.98,4.6
Detroit Red Wings,Buffalo Sabres,2.26,2.65,4.5
Chicago Blackhawks,Minnesota Wild,3.7,1.79,4.6
Carolina Hurricanes,Columbus Blue Jackets,1.33,8.5,6.35
San Jose Sharks,Arizona Coyotes,3.8,1.76,4.75
Washington Capitals,Ottawa Senators,2.1,2.9,4.5
New Jersey Devils,Nashville Predators,2.63,2.29,4.5
NY Rangers,Montreal Canadiens,1.49,5.9,5.3
Anaheim Ducks,St. Louis Blues,3.05,2.06,4.45
Colorado Avalanche,Dallas Stars,2.27,2.63,4.3
Toronto Maple Leafs,Pittsburgh Penguins,2.12,2.85,4.6
Vancouver Canucks,Vegas Golden Knights,2.31,2.6,4.4
Boston Bruins,Carolina Hurricanes,2.55,2.39,4.3
Detroit Red Wings,Washington Capitals,2.1,3.0,4.25
Florida Panthers,Ottawa Senators,1.7,4.33,4.85
Montreal Canadiens,Philadelphia Flyers,2.85,2.2,4.4
New Jersey Devils,Toronto Maple Leafs,2.75,2.32,4.55
NY Islanders,NY Rangers,2.8,2.27,4.4
Tampa Bay Lightning,Columbus Blue Jackets,1.52,5.25,5.5
Dallas Stars,Buffalo Sabres,1.81,4.0,4.7
Nashville Predators,Winnipeg Jets,2.48,2.5,4.33
Colorado Avalanche,Minnesota Wild,1.84,3.65,4.75
Anaheim Ducks,Los Angeles Kings,4.75,1.64,4.85
Seattle Kraken,Arizona Coyotes,2.11,3.05,4.45
San Jose Sharks,Calgary Flames,4.0,1.79,4.7
St. Louis Blues,Chicago Blackhawks,1.7,4.33,4.75
Edmonton Oilers,Vegas Golden Knights,2.4,2.54,4.35
Vancouver Canucks,Arizona Coyotes,1.64,4.5,4.85
Buffalo Sabres,Washington Capitals,2.18,2.8,4.4
Florida Panthers,Columbus Blue Jackets,1.44,6.3,5.55
NY Rangers,Philadelphia Flyers,1.76,3.95,4.65
Pittsburgh Penguins,Detroit Red Wings,2.11,2.96,4.6
Tampa Bay Lightning,Ottawa Senators,1.9,3.7,4.75
Toronto Maple Leafs,New Jersey Devils,1.84,3.55,4.65
NY Islanders,Montreal Canadiens,1.79,4.0,4.75
Dallas Stars,Winnipeg Jets,2.12,3.1,4.45
Seattle Kraken,San Jose Sharks,1.67,5.0,4.8
Los Angeles Kings,Calgary Flames,1.88,3.5,4.55
St. Louis Blues,Carolina Hurricanes,3.65,1.79,4.6
Chicago Blackhawks,Nashville Predators,4.5,1.65,4.85
Edmonton Oilers,Arizona Coyotes,1.6,4.5,5.05
Anaheim Ducks,Calgary Flames,2.82,2.11,4.4
Vegas Golden Knights,Minnesota Wild,1.95,3.16,4.4
NY Rangers,NY Islanders,1.93,3.18,4.5
Dallas Stars,Seattle Kraken,1.7,4.2,4.75
Colorado Avalanche,Winnipeg Jets,2.07,2.9,4.55
Florida Panthers,Buffalo Sabres,1.79,3.65,4.6
Philadelphia Flyers,New Jersey Devils,2.24,2.63,4.4
Washington Capitals,Tampa Bay Lightning,2.82,2.17,4.15
Ottawa Senators,Montreal Canadiens,1.98,3.02,4.55
Toronto Maple Leafs,Detroit Red Wings,1.97,3.2,4.7
Nashville Predators,Columbus Blue Jackets,1.61,4.5,5.0
Pittsburgh Penguins,Boston Bruins,2.7,2.27,4.25
Edmonton Oilers,Vancouver Canucks,2.39,2.45,4.45
Los Angeles Kings,Anaheim Ducks,1.48,5.75,5.25
San Jose Sharks,Minnesota Wild,3.65,1.76,4.7
St. Louis Blues,Seattle Kraken,2.16,2.73,4.4
Vegas Golden Knights,Colorado Avalanche,2.38,2.44,4.5
Chicago Blackhawks,Carolina Hurricanes,6.5,1.46,5.4
Calgary Flames,Arizona Coyotes,2.25,2.59,4.5
Detroit Red Wings,Montreal Canadiens,1.75,3.65,4.75
New Jersey Devils,NY Islanders,2.56,2.27,4.45
Pittsburgh Penguins,Nashville Predators,2.34,2.54,4.25
Tampa Bay Lightning,Buffalo Sabres,1.92,3.2,4.6
Washington Capitals,Boston Bruins,2.94,2.05,4.4
NY Rangers,Ottawa Senators,1.69,4.2,4.85
Los Angeles Kings,Minnesota Wild,1.94,3.18,4.45
Edmonton Oilers,San Jose Sharks,1.33,7.0,6.2
Boston Bruins,Ottawa Senators,1.74,4.2,4.7
Columbus Blue Jackets,Carolina Hurricanes,2.94,2.05,4.4
Montreal Canadiens,Detroit Red Wings,3.55,1.81,4.75
Philadelphia Flyers,Washington Capitals,2.27,2.7,4.35
Florida Panthers,Toronto Maple Leafs,1.99,3.14,4.25
Winnipeg Jets,Seattle Kraken,1.73,3.84,4.6
Vegas Golden Knights,Chicago Blackhawks,1.43,6.5,5.55
Vancouver Canucks,Calgary Flames,1.79,3.6,4.7
NY Islanders,Pittsburgh Penguins,2.7,2.17,4.45
Tampa Bay Lightning,Toronto Maple Leafs,2.15,2.69,4.6
Dallas Stars,St. Louis Blues,1.64,4.5,4.85
Arizona Coyotes,Edmonton Oilers,3.1,1.97,4.7
Minnesota Wild,Seattle Kraken,1.92,3.4,4.55
Winnipeg Jets,Vancouver Canucks,2.63,2.27,4.35
Calgary Flames,San Jose Sharks,1.6,4.5,5.05
Colorado Avalanche,Edmonton Oilers,1.81,4.33,4.75
Vegas Golden Knights,Anaheim Ducks,1.47,6.0,5.4
Los Angeles Kings,Chicago Blackhawks,1.44,6.5,5.5
